ID,Vraag,Antwoord,Taal vraag,Taal antwoord,Methode,Boek
985,das Dachgeschoss,de zolder,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
986,die Daten,de gegevens,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
987,die Gier,de hebzucht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
988,das Herz,het hart,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
989,heutzutage,tegenwoordig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
990,die Kaution,de borg,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
991,mieten,huren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
992,das Mitglied,het lid,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
993,die Nähe,de buurt,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
994,nutzen,gebruiken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
995,der Quadratmeter,de vierkante meter,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
996,tauschen,ruilen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
997,die Vereinbarung,de overeenkomst,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
998,die Wand,de muur,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
999,het balkon,der Balkon,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1000,de begane grond,das Erdgeschoss,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1001,het behang,die Tapete,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1002,het dak,das Dach,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1003,de gang,der Flur,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1004,de kelder,der Keller,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1005,de keuken,die Küche,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1006,de lift,der Aufzug,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1007,het plafond,die Decke,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1008,het raam,das Fenster,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1009,de verdieping,das Stockwerk,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1010,de flat,das Hochhaus,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1011,de kale huur,die Kaltmiete,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1012,de bijkomende kosten,die Nebenkosten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1013,verhuizen,umziehen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1014,auf die Probe stellen,op de proef stellen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1015,aufregend,opwindend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1016,ausgeprägt,uitgesproken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1017,der Bereich,het gebied,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1018,sich ekeln vor,walgen van,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1019,der Hinweis,de aanwijzing,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1020,komisch,vreemd,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1021,schmerzfrei,zonder pijn,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1022,selbstverständlich,vanzelfsprekend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1023,ständig,voortdurend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1024,die Strecke,de afstand,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1025,vernünftig,verstandig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1026,winzig,klein,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1027,zerstören,verwoesten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1028,ziemlich,behoorlijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1029,anmachen,versieren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1030,auffordern,eisen van,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1031,die Aufmerksamkeit,de aandacht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1032,die Bedingung,de voorwaarde,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1033,Bescheid wissen,op de hoogte zijn,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1034,bewahren vor,behoeden voor,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1035,die Erlaubnis,de toestemming,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1036,die Gesellschaft,de maatschappij,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1037,herablassend,neerbuigend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1038,lenken,sturen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1039,neulich,kortgeleden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1040,spenden,doneren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1041,schwärmen für,gek zijn op,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1042,verfügen über,beschikken over,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1043,die Wahl,de keuze,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1044,ambitieus,ehrgeizig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1045,argwanend,misstrauisch,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1046,attent,aufmerksam,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1047,behulpzaam,hilfsbereit,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1048,beleefd,höflich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1049,betrouwbaar,zuverlässig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1050,eerlijk,ehrlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1051,grappig,witzig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1052,jaloers,eifersüchtig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1053,lui,faul,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1054,vastbesloten,entschlossen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1055,verlegen,schüchtern,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1056,verwaand,eingebildet,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1057,vol begrip,verständnisvoll,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1058,aber,maar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1059,als,toen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1060,die Begründung,de motivering,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1061,die Bestätigung,de bevestiging,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1062,eher,eerder,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1063,entsprechen,overeenkomen met,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1064,etwa,ongeveer,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1065,sich herausstellen,blijken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1066,jedoch,echter,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1067,meinen,bedoelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1068,sogar,zelfs,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1069,die Steigerung,de versterking,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1070,trotzdem,toch,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1071,weil,omdat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1072,zudem,bovendien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1073,berücksichtigen,rekening houden met,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1074,das Dreieck,de driehoek,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1075,sich ernähren,zich voeden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1076,eröffnen,openen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1077,der Geschmack,de smaak,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1078,das Getreideprodukt,het graanproduct,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1079,die Herausforderung,de uitdaging,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1080,der Hersteller,de producent,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1081,die Landwirtschaft,de landbouw,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1082,neidisch,jaloers,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1083,die Scheibe,de schijf,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1084,der Schinken,de ham,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1085,vorschlagen,voorstellen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1086,der Zimt,het kaneel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1087,die Zutaten,de ingrediënten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1088,sich ausdenken,bedenken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1089,ausgezeichnet,uitstekend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1090,die Auswahl,de keuze,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1091,sich begegnen,ontmoeten elkaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1092,die Beilage,het bijgerecht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1093,nach Belieben,naar wens,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1094,bereits,al,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1095,die Bewertung,de beoordeling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1096,der Eintopf,de stamppot,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1097,gar nicht,helemaal niet,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1098,gespannt,benieuwd,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1099,die Speisen,het gerechten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1100,der Teller,het bord,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1101,der Topf,de pan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1102,das Verzeichnis,het register,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1103,de asperge,der Spargel,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1104,doorbakken,durchgebraten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1105,frituren,frittieren,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1106,de kalkoen,das Putenfleisch,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1107,kruiden,würzen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1108,de paddenstoel,der Pilz,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1109,de peen,die Möhre,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1110,de pinda,die Erdnuss,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1111,rauw,roh,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1112,"saus, de",die Soße,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1113,smaken,schmecken,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1114,de spinazie,der Spinat,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1115,de spruitjes,der Rosenkohl,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1116,de tonijn,der Thunfisch,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1117,de zeevruchten,die Meeresfrüchte,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1118,die Arznei,het geneesmiddel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1119,die Beschwerde,de klacht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1120,bequem,comfortabel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1121,drohen,dreigen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1122,der Fakt,het feit,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1123,der Fragebogen,het vragenformulier,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1124,das Gelenk,het gewricht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1125,das Gerät,het apparaat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1126,die Geschwindigkeit,de snelheid,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1127,die Heilung,de genezing,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1128,hervorrufen,teweegbrengen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1129,selten,zeldzaam,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1130,die Senkung,de daling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1131,vermitteln,overbrengen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1132,zuständig,bevoegd,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1133,der Angehörige,het familielid,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1134,aufklären,informeren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1135,der Ausweis,het legitimatiebewijs,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1136,entfernen,verwijderen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1137,die Entzündung,de ontsteking,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1138,sich erholen,zich ontspannen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1139,fürchten,vrezen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1140,fehlen,ontbreken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1141,die Gebühren,de kosten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1142,der Grund,de reden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1143,knapp,krap,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1144,die Krankenkasse,de zorgverzekeraar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1145,prüfen,controleren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1146,rasch,snel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1147,reibungslos,zonder problemen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1148,de enkel,der Knöchel,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1149,het gewricht,das Gelenk,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1150,de koorts,das Fieber,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1151,het koud hebben,frieren,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1152,het medicijn,das Medikament,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1153,de ontsteking,die Entzündung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1154,overgeven,sich erbrechen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1155,de pijn,die Schmerzen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1156,rillen,zittern,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1157,de schouder,die Schulter,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1158,slikken,schlucken,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1159,de spier,der Muskel,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1160,kou vatten,"erkälten, sich",Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1161,verdwijnen,verschwinden,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1162,het voorhoofd,die Stirn,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1163,ähnlich,gelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1164,angeblich,naar men zegt,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1165,die Begeisterung,het enthousiasme,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1166,beobachten,waarnemen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1167,darüber hinaus,bovendien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1168,entgegen,tegemoet,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1169,erstaunt,verbaasd,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1170,die Folge,het gevolg,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1171,fragwürdig,twijfelachtig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1172,indem,doordat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1173,nebensächlich,onbeduidend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1174,unbedingt,absoluut,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1175,zugleich,tegelijkertijd,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1176,zusätzlich,extra,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1177,zwar,weliswaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1178,belegen,bewijzen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1179,der Einzelhandel,de detailhandel,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1180,erneuerbar,duurzaam,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1181,der Feierabend,de vrije tijd na het werk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1182,die Forschung,het onderzoek,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1183,der Fortschritt,de vooruitgang,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1184,das Gehalt,het salaris,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1185,die Gewerkschaft,de vakbond,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1186,offensichtlich,blijkbaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1187,schwanken,schommelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1188,sparen,bezuinigen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1189,die Umwelt,het milieu,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1190,verschmutzen,vervuilen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1191,verschwenden,verspillen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1192,die Wirtschaft,de economie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1193,absichtlich,opzettelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1194,ausziehen,verhuizen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1195,beraten,adviseren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1196,betreuen,begeleiden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1197,die Entscheidung,de beslissing,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1198,die Erkenntnis,het inzicht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1199,fähig,bekwaam,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1200,klar,duidelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1201,sich leisten,zich veroorloven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1202,nachhaltig,blijvend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1203,sicher,veilig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1204,die Unterlagen,de documenten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1205,verführen,verleiden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1206,verwalten,beheren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1207,zuverlässig,betrouwbaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1208,de bankrekening,das Konto,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1209,de bestelling,die Bestellung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1210,de bon,der Kassenzettel,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1211,goedkoop,preisgünstig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1212,inkopen,einkaufen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1213,de kleding,die Klamotten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1214,de korting,der Rabatt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1215,de winkel,das Geschäft,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1216,de levering,die Lieferung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1217,omruilen,umtauschen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1218,rondkomen van,auskommen mit,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1219,het salaris,das Gehalt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1220,terugsturen,zurücksenden,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1221,zich veroorloven,sich leisten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1222,verkwisten,verschwenden,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
1223,ablehnen,afwijzen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1224,der Anzug,het kostuum,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1225,der Aufenthalt,het verblijf,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1226,ausbilden,opleiden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1227,das Geschirr,het servies,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1228,heiter,opgewekt,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1229,der Kommilitone,de studiegenoot,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1230,der Nachwuchs,de komende generatie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1231,die Quelle,de bron,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1232,der Stellenmarkt,de vacaturebank,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1233,die Theke,de bar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1234,treten,trappen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1235,sich unterhalten,praten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1236,verwirklichen,realiseren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1237,zielen,richten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1238,achten auf,letten op,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1239,die Anforderungen,de eisen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1240,ausfüllen,invullen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1241,ausüben,uitoefenen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1242,bar,contant,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1243,erlauben,toestaan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1244,gefährden,in gevaar brengen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1245,das Lager,het magazijn,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1246,mittlerweile,ondertussen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1247,die Nachhilfe,de bijles,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1248,Regale auffüllen,vakken vullen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1249,sicherstellen,waarborgen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1250,das Trinkgeld,de fooi,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1251,die Zeitarbeit,het tijdelijk werk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
1252,zurzeit,op dit ogenblik,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
